,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
115199,0.126,242.27,1.6,3,6,17,23,1.0
157440,0.1,243.62,1.2,4,5,1,24,1.0
154147,0.108,240.71,1.4,4,2,18,31,0.0
237244,0.144,233.58,5.8,30,5,11,28,17.0
80187,0.098,239.48,3.0,2,10,9,51,0.0
105522,0.128,245.36,1.4,28,2,0,6,2.0
202016,0.0,236.13,3.8,5,6,0,20,0.0
23073,0.0,237.84,5.8,1,1,17,57,17.0
59201,0.12,239.42,5.8,26,1,20,5,0.0
62733,0.0,240.92,16.9,29,1,6,57,0.0
70311,0.11,242.27,6.6,2,3,13,15,19.0
12310,0.058,245.61,1.2,25,12,6,34,0.0
92672,0.0,241.95,1.0,19,2,1,56,0.0
24243,0.0,243.13,1.6,1,2,13,27,0.0
231001,0.0,236.91,1.0,26,5,3,25,0.0
183462,0.086,240.65,6.0,23,4,3,6,18.0
39763,0.228,239.09,5.0,13,1,8,7,0.0
221786,0.162,234.75,3.6,19,5,17,50,4.0
36441,0.416,245.35,2.4,1,11,0,45,1.0
12894,0.465,238.31,16.9,25,12,16,18,39.0
82086,0.216,238.44,6.6,2,11,17,30,18.0
1481,0.166,235.28,14.4,17,12,18,5,17.0
219029,0.0,232.48,5.8,17,5,19,53,17.0
188181,0.0,233.45,5.8,26,4,9,45,17.0
204694,0.088,234.6,1.0,5,7,20,58,1.0
14291,0.142,246.22,10.0,26,12,15,35,19.0
25773,0.178,244.94,1.6,1,3,14,57,0.0
138343,0.066,239.1,2.8,22,3,19,7,0.0
5545,0.092,241.45,5.6,20,12,13,49,19.0
193744,0.102,239.2976727604501,3.6,30,4,6,28,1.0
9215,0.118,246.33,3.2,23,12,2,59,0.0
116727,0.344,234.77,16.9,3,7,18,51,37.0
21525,0.116,239.96,12.2,31,12,16,9,0.0
92164,0.336,236.61,7.4,18,2,17,28,19.0
199094,0.062,237.58,5.0,5,3,23,38,17.0
74187,0.122,241.68,1.4,2,6,5,51,0.0
145279,0.126,246.73,1.4,27,3,14,43,1.0
48554,0.096,237.58,5.4,19,1,10,38,18.0
76744,0.108,244.12,1.4,2,8,0,28,0.0
47426,0.286,242.71,6.2,18,1,15,50,20.0
123415,0.094,236.29,7.8,3,12,10,19,17.0
34123,0.13,239.14,5.6,1,9,10,7,18.0
50503,0.318,229.09,16.9,20,1,19,7,45.0
126124,0.204,239.97,6.8,14,3,7,28,18.0
233289,0.465,232.58,15.8,27,5,17,33,45.0
43244,0.394,235.69,14.4,15,1,18,8,17.0
51080,0.086,242.77,7.6,21,1,4,44,0.0
105927,0.134,243.62,1.4,28,2,6,51,0.0
226923,0.0,237.64,7.4,23,5,7,27,17.0
82566,0.114,242.95,1.6,2,12,1,30,0.0
4517,0.288,242.88,11.6,19,12,20,41,35.0
38568,0.274,240.59,1.8,1,12,12,12,2.0
236763,0.172,236.05,1.8,30,5,3,27,0.0
21544,0.158,242.15,12.4,31,12,16,28,0.0
131557,0.11,245.2,1.4,18,3,2,1,0.0
204833,0.156,238.13,3.6,5,7,23,17,0.0
22870,0.0,239.91,5.2,1,1,14,34,18.0
133643,0.108,241.13,1.4,19,3,12,47,0.0
137400,0.084,247.83,1.4,22,3,3,24,1.0
91827,0.216,240.97,6.6,18,2,11,51,18.0
161904,0.0,240.42,9.4,4,8,3,48,0.0
161295,0.112,239.34,1.6,4,7,17,39,0.0
117193,0.05,241.03,1.2,3,8,2,37,0.0
235255,0.194,237.36,1.8,29,5,2,19,1.0
240746,0.214,235.39,4.8,6,1,21,50,1.0
207146,0.136,233.08,10.0,5,9,13,50,36.0
122967,0.142,246.89,1.6,3,12,2,51,1.0
147687,0.172,234.85,16.9,29,3,6,51,17.0
46188,0.06,236.46,10.6,17,1,19,12,0.0
86757,0.248,241.78,2.0,14,2,23,21,1.0
130963,0.094,237.22,5.6,17,3,16,7,17.0
178750,0.102,239.69,5.6,19,4,20,34,17.0
125369,0.216,236.98,7.0,13,3,18,53,20.0
225917,0.0,234.99,1.0,22,5,14,41,0.0
183316,0.068,241.09,1.8,23,4,0,40,0.0
199911,0.202,234.53,1.8,5,4,13,15,0.0
152167,0.0,239.15,6.8,4,1,9,31,17.0
190199,0.376,236.16,2.8,27,4,19,23,2.0
91331,0.28,243.78,2.0,18,2,3,35,1.0
44693,0.0,236.67,13.4,16,1,18,17,17.0
61064,0.104,243.35,10.0,28,1,3,8,1.0
160308,0.07,241.45,1.2,4,7,1,12,0.0
34625,0.13,236.62,11.4,1,9,18,29,17.0
136885,0.108,238.71,1.6,21,3,18,49,0.0
145130,0.098,240.3,1.2,27,3,12,14,1.0
156696,0.118,242.02,6.0,4,4,13,0,18.0
90940,0.364,238.17,8.0,17,2,21,4,0.0
199641,0.102,234.8,1.0,5,4,8,45,1.0
147021,0.15,231.54,14.4,28,3,19,45,18.0
159994,0.21,241.0,2.0,4,6,19,58,1.0
46027,0.262,245.08,8.8,17,1,16,31,19.0
95350,0.168,242.05,6.0,20,2,22,34,4.0
33887,0.146,242.5,1.4,1,9,6,11,2.0
5667,0.112,244.94,1.6,20,12,15,51,0.0
33314,0.184,235.46,16.2,1,8,20,38,17.0
227625,0.278,231.9,6.8,23,5,19,9,17.0
64562,0.142,241.41,1.4,30,1,13,26,0.0
240869,0.0,238.23,1.0,6,1,23,53,0.0
61539,0.056,239.43,10.6,28,1,11,3,0.0
202273,0.064,235.39,9.2,5,6,4,37,0.0
218581,0.0,234.73,1.0,17,5,12,25,0.0
138182,0.0,244.56,1.0,22,3,16,26,0.0
232632,0.216,238.78,1.8,27,5,6,36,1.0
141570,0.076,236.03,9.6,25,3,0,54,1.0
200655,0.0,235.5,0.6,5,5,1,39,0.0
216773,0.076,236.67,1.4,16,5,6,17,0.0
95252,0.346,233.43,16.9,20,2,20,56,45.0
169635,0.0,242.54,1.0,13,4,12,39,0.0
52773,0.0,238.56,11.2,22,1,8,57,18.0
116652,0.112,241.81,1.6,3,7,17,36,0.0
161699,0.086,240.61,9.8,4,8,0,23,1.0
172193,0.124,242.33,1.4,15,4,7,17,0.0
152461,0.0,243.55,5.6,4,1,14,25,18.0
136543,0.2,239.37,7.4,21,3,13,7,18.0
85785,0.138,240.01,8.8,14,2,7,9,18.0
193255,0.102,239.2976727604501,3.6,29,4,22,19,1.0
113162,0.302,235.88,15.0,3,5,7,26,45.0
228900,0.282,234.66,2.4,24,5,16,24,1.0
98998,0.198,239.84,9.2,23,2,11,22,18.0
247061,0.058,233.69,7.2,6,6,7,5,16.0
25880,0.224,246.66,1.8,1,3,16,44,0.0
76924,0.126,244.29,1.4,2,8,3,28,2.0
116427,0.0,242.45,5.4,3,7,13,51,18.0
11640,0.088,241.74,2.0,24,12,19,24,0.0
118408,0.064,240.4,9.4,3,8,22,52,18.0
6061,0.0,239.15,14.4,20,12,22,25,18.0
56003,0.0,243.49,5.8,24,1,14,47,19.0
165278,0.098,238.57,1.2,4,10,12,2,1.0
13921,0.106,239.39,10.0,26,12,9,25,20.0
57107,0.088,241.33,5.6,25,1,9,11,18.0
120661,0.465,239.73,8.0,3,10,12,25,19.0
38110,0.142,244.34,1.4,1,12,4,34,0.0
168998,0.09,241.24,1.2,13,4,2,2,0.0
208519,0.232,236.11,1.6,5,10,12,43,1.0
39842,0.154,240.87,3.2,13,1,9,26,0.0
103095,0.254,242.25,1.8,26,2,7,39,2.0
118963,0.176,237.06,6.8,3,9,8,7,18.0
200675,0.2,235.66,1.4,5,5,1,59,0.0
175376,0.0,240.12,0.8,17,4,12,20,0.0
34196,0.0,237.28,5.2,1,9,11,20,18.0
164748,0.344,241.15,2.4,4,10,3,12,1.0
146328,0.21,237.65,16.2,28,3,8,12,45.0
163407,0.12,241.16,1.4,4,9,4,51,0.0
30314,0.0,236.83,3.4,1,6,18,38,0.0
171737,0.1,242.48,5.6,14,4,23,41,19.0
73837,0.25,241.61,2.8,2,6,0,1,1.0
125091,0.1,240.59,1.2,13,3,14,15,2.0
142157,0.18,237.0,7.0,25,3,10,41,18.0
71120,0.0,241.75,9.6,2,4,2,44,0.0
139003,0.074,242.69,1.4,23,3,6,7,0.0
136358,0.0,237.72,5.4,21,3,10,2,18.0
133186,0.078,241.09,1.2,19,3,5,10,2.0
248760,0.0,233.37,0.8,6,7,11,24,0.0
231763,0.27,233.08,15.6,26,5,16,7,45.0
130147,0.0,239.29,0.8,17,3,2,31,0.0
83686,0.184,236.6,7.8,2,12,20,10,1.0
178735,0.286,239.94,6.8,19,4,20,19,20.0
61626,0.186,236.73,9.2,28,1,12,30,19.0
76188,0.118,246.36,7.0,2,7,15,12,19.0
2258,0.152,244.85,2.8,18,12,7,2,2.0
212930,0.248,233.85,7.0,13,5,14,14,22.0
38753,0.0,246.27,1.0,1,12,15,17,0.0
68874,0.054,237.1,5.4,2,2,13,18,18.0
190577,0.102,239.2976727604501,3.6,28,4,1,41,1.0
211551,0.084,232.78,7.0,5,12,15,15,16.0
228856,0.086,234.68,1.4,24,5,15,40,0.0
25765,0.214,245.35,1.6,1,3,14,49,0.0
37512,0.284,236.39,16.4,1,11,18,36,18.0
49687,0.094,241.77,1.4,20,1,5,31,0.0
93894,0.0,238.19,10.6,19,2,22,18,18.0
210454,0.076,235.02,4.8,5,11,20,58,0.0
26715,0.14,239.44,9.8,1,4,6,39,0.0
131322,0.0,238.81,5.2,17,3,22,6,17.0
123962,0.074,231.52,16.9,3,12,19,26,45.0
196645,0.166,235.29,10.0,5,2,6,49,18.0
17664,0.168,247.92,7.0,28,12,23,48,1.0
227649,0.184,235.63,2.2,23,5,19,33,0.0
202057,0.104,235.54,1.0,5,6,1,1,1.0
50518,0.406,228.245,16.9,20,1,19,22,43.0
181079,0.0,240.51,2.0,21,4,11,23,0.0
120713,0.346,240.59,7.2,3,10,13,17,18.0
249804,0.068,235.22,1.2,6,8,4,48,0.0
4413,0.0,239.05,7.8,19,12,18,57,17.0
248071,0.142,235.33,1.6,6,6,23,55,1.0
191916,0.102,239.2976727604501,3.6,29,4,0,0,1.0
29487,0.154,243.68,1.4,1,6,4,51,0.0
198847,0.056,236.26,5.6,5,3,19,31,0.0
180070,0.086,240.83,1.6,20,4,18,34,0.0
169805,0.232,239.03,1.8,13,4,15,29,1.0
192360,0.102,239.2976727604501,3.6,29,4,7,24,1.0
45664,0.0,238.13,15.2,17,1,10,28,45.0
126579,0.0,243.24,1.2,14,3,15,3,1.0
17957,0.144,245.6,10.0,29,12,4,41,2.0
12088,0.112,248.6,2.4,25,12,2,52,0.0
182457,0.465,238.65,13.6,22,4,10,21,40.0
176794,0.258,242.13,1.8,18,4,11,58,2.0
18355,0.246,241.48,6.0,29,12,11,19,18.0
88434,0.326,246.22,3.2,16,2,3,18,2.0
63812,0.194,238.35,2.0,30,1,0,56,0.0
165233,0.0,240.49,0.8,4,10,11,17,0.0
87052,0.09,241.31,1.4,15,2,4,16,0.0
213055,0.334,235.35,8.0,13,5,16,19,0.0
125811,0.096,244.75,1.6,14,3,2,15,0.0
48044,0.152,243.01,1.6,19,1,2,8,0.0
79029,0.0,244.41,5.4,2,9,14,33,19.0
207035,0.0,235.52,0.8,5,9,11,59,1.0
171616,0.09,241.27,1.2,14,4,21,40,0.0
31150,0.05,244.35,1.0,1,7,8,34,0.0
97750,0.0,241.31,2.6,22,2,14,34,0.0
28908,0.294,233.39,14.0,1,5,19,12,17.0
89531,0.082,238.74,10.0,16,2,21,35,18.0
201000,0.078,235.05,5.8,5,5,7,24,18.0
125102,0.0,241.7,1.0,13,3,14,26,0.0
64443,0.0,242.0,1.0,30,1,11,27,0.0
200135,0.102,235.23,5.2,5,4,16,59,17.0
169036,0.0,240.09,0.8,13,4,2,40,0.0
133136,0.094,242.57,1.4,19,3,4,20,0.0
118452,0.24,245.21,2.0,3,8,23,36,2.0
150462,0.222,239.8,10.6,31,3,5,6,0.0
203491,0.092,238.09,1.2,5,7,0,55,0.0
135968,0.0,244.12,1.0,21,3,3,32,1.0
175134,0.0,237.82,5.0,17,4,8,18,18.0
166199,0.104,240.73,1.2,4,11,3,23,1.0
738,0.048,242.51,9.4,17,12,5,42,0.0
149637,0.0,243.78,1.0,30,3,15,21,0.0
22848,0.43,241.71,3.0,1,1,14,12,0.0
88902,0.0,239.67,1.2,16,2,11,6,0.0
244879,0.144,232.75,10.6,6,4,18,43,37.0
135846,0.066,241.58,5.6,21,3,1,30,18.0
103701,0.22,241.85,1.8,26,2,17,45,2.0
220938,0.046,233.59,1.0,19,5,3,42,0.0
120883,0.41,236.38,16.9,3,10,16,7,45.0
121425,0.168,238.24,10.4,3,11,1,9,0.0
240915,0.094,236.01,2.6,6,2,0,39,0.0
237364,0.0,234.35,1.0,30,5,13,28,0.0
33085,0.256,241.91,8.2,1,8,16,49,20.0
203696,0.082,236.73,1.0,5,7,4,20,1.0
203902,0.072,236.14,2.8,5,7,7,46,0.0
40707,0.184,232.6,16.9,13,1,23,51,45.0
76289,0.338,245.1,3.0,2,7,16,53,6.0
114479,0.208,240.88,1.8,3,6,5,23,1.0
42237,0.24,239.73,6.0,15,1,1,21,20.0
51539,0.212,236.03,16.0,21,1,12,23,45.0
175188,0.0,239.13,5.0,17,4,9,12,17.0
127762,0.058,237.61,6.0,15,3,10,46,18.0
88634,0.252,243.96,12.2,16,2,6,38,20.0
73761,0.0,244.49,1.8,2,5,22,45,0.0
95427,0.178,243.55,2.2,20,2,23,51,5.0
139179,0.092,238.26,5.6,23,3,9,3,18.0
117624,0.0,243.19,1.0,3,8,9,48,0.0
17609,0.22,244.26,16.0,28,12,22,53,38.0
81025,0.328,241.09,12.2,2,10,23,49,1.0
42460,0.0,243.17,0.8,15,1,5,4,0.0
197350,0.212,235.77,1.8,5,2,18,34,0.0
149738,0.266,242.98,2.0,30,3,17,2,2.0
71160,0.11,242.21,10.0,2,4,3,24,0.0
143219,0.134,244.19,1.4,26,3,4,23,0.0
147313,0.144,245.57,1.6,29,3,0,37,0.0
201611,0.098,233.4,5.6,5,5,17,35,18.0
96570,0.0,236.39,10.6,21,2,18,54,1.0
30723,0.144,241.63,1.4,1,7,1,27,0.0
215685,0.082,233.97,1.6,15,5,12,9,0.0
191103,0.102,239.2976727604501,3.6,28,4,10,27,1.0
162440,0.142,239.46,2.8,4,8,12,44,0.0
29672,0.0,241.65,1.0,1,6,7,56,0.0
25030,0.056,246.28,1.2,1,3,2,34,0.0
44604,0.14,242.89,8.4,16,1,16,48,18.0
108336,0.0,245.1,1.0,3,1,23,0,0.0
98182,0.134,231.37,16.9,22,2,21,46,41.0
160727,0.18,240.27,3.6,4,7,8,11,0.0
173571,0.13,241.68,1.0,16,4,6,15,1.0
167175,0.0,241.66,0.8,4,11,19,39,0.0
69913,0.104,237.47,9.8,2,3,6,37,0.0
123203,0.192,242.1,6.0,3,12,6,47,18.0
240278,0.084,234.13,1.6,6,1,14,2,0.0
209365,0.194,236.38,1.4,5,11,2,49,0.0
139819,0.196,237.18,4.0,23,3,19,43,1.0
50499,0.298,228.75,16.9,20,1,19,3,45.0
221065,0.078,235.04,1.4,19,5,5,49,0.0
165910,0.14,238.63,4.6,4,10,22,34,2.0
117532,0.0,236.07,15.0,3,8,8,16,45.0
36305,0.378,242.52,4.0,1,10,22,29,1.0
9177,0.098,244.31,7.8,23,12,2,21,0.0
13934,0.136,235.36,14.8,26,12,9,38,6.0
145188,0.134,245.25,1.4,27,3,13,12,0.0
162043,0.102,241.6,3.6,4,8,6,7,2.0
161751,0.0,239.08,9.4,4,8,1,15,0.0
108593,0.058,241.13,1.4,3,2,3,17,0.0
217813,0.0,237.21,1.0,16,5,23,37,0.0
162531,0.0,239.7,5.2,4,8,14,15,18.0
69224,0.216,235.34,12.0,2,2,19,8,18.0
128704,0.062,242.22,3.2,16,3,2,28,0.0
165602,0.252,242.86,2.0,4,10,17,26,1.0
70200,0.108,238.73,9.6,2,3,11,24,31.0
85449,0.124,241.8,1.4,14,2,1,33,0.0
138814,0.078,245.62,1.2,23,3,2,58,0.0
209147,0.228,240.71,1.4,5,10,23,11,1.0
125294,0.0,242.11,5.4,13,3,17,38,17.0
11737,0.0,241.95,1.6,24,12,21,1,0.0
32158,0.102,239.99,5.6,1,8,1,22,17.0
100221,0.21,240.32,3.0,24,2,7,45,0.0
53021,0.104,239.55,5.6,22,1,13,5,18.0
22878,0.244,240.07,6.2,1,1,14,42,17.0
1496,0.134,234.73,15.4,17,12,18,20,17.0
105233,0.126,241.43,1.4,27,2,19,17,0.0
202836,0.086,235.01,5.4,5,6,14,0,19.0
154832,0.094,240.92,1.2,4,3,5,56,1.0
53099,0.0,244.07,5.4,22,1,14,23,19.0
79635,0.128,243.3,1.6,2,10,0,39,0.0
148420,0.154,239.24,9.6,29,3,19,4,18.0
28579,0.296,241.33,2.2,1,5,13,43,0.0
195436,0.0,231.46,9.0,5,1,10,40,17.0
141328,0.222,235.22,11.2,24,3,20,52,17.0
67685,0.094,240.14,3.8,2,1,17,29,0.0
232515,0.078,236.66,1.4,27,5,4,39,2.0
43644,0.388,245.43,2.6,16,1,0,48,2.0
245950,0.332,234.88,2.4,6,5,12,34,2.0
166966,0.1,244.15,1.2,4,11,16,10,0.0
147068,0.202,230.92,11.2,28,3,20,32,0.0
231112,0.0,236.22,1.0,26,5,5,16,0.0
113048,0.0,240.57,1.0,3,5,5,32,0.0
78911,0.11,241.28,5.8,2,9,12,35,17.0
13149,0.154,242.53,6.6,25,12,20,33,0.0
97718,0.0,242.09,1.4,22,2,14,2,0.0
186848,0.138,230.63,16.8,25,4,11,32,45.0
129417,0.228,243.48,1.8,16,3,14,21,1.0
171770,0.0,241.19,1.0,15,4,0,14,0.0
103116,0.0,242.36,0.8,26,2,8,0,0.0
8140,0.118,241.98,6.0,22,12,9,4,19.0
52915,0.13,239.21,5.6,22,1,11,19,17.0
110308,0.132,243.61,1.4,3,3,7,52,0.0
247543,0.0,235.95,5.8,6,6,15,7,18.0
94321,0.0,241.09,9.6,20,2,5,25,0.0
157750,0.112,243.34,1.4,4,5,6,34,0.0
115243,0.236,240.51,3.2,3,6,18,7,2.0
24056,0.138,238.48,2.0,1,2,10,20,0.0
168806,0.088,240.74,1.2,4,12,22,50,0.0
226660,0.074,236.27,1.4,23,5,3,4,0.0
17442,0.286,235.07,12.8,28,12,20,6,0.0
15982,0.052,241.1,5.4,27,12,19,46,0.0
22627,0.13,238.83,11.0,1,1,10,31,0.0
58134,0.0,246.93,1.0,26,1,2,18,0.0
40164,0.176,242.57,2.0,13,1,14,48,2.0
73889,0.0,243.4,1.0,2,6,0,53,0.0
153704,0.198,238.21,6.0,4,2,11,8,18.0
175204,0.198,236.36,6.0,17,4,9,28,17.0
157727,0.0,243.23,1.0,4,5,6,11,0.0
10467,0.052,237.75,16.9,23,12,23,51,17.0
96039,0.254,237.17,6.0,21,2,10,3,17.0
237400,0.0,234.45,1.0,30,5,14,4,0.0
110865,0.0,241.35,1.2,3,3,17,9,0.0
76351,0.14,242.46,5.0,2,7,17,55,0.0
182473,0.422,234.13,16.9,22,4,10,37,45.0
140338,0.0,244.71,0.8,24,3,4,22,0.0
93194,0.18,236.91,6.2,19,2,10,38,18.0
56603,0.146,244.11,1.4,25,1,0,47,0.0
185352,0.0,232.61,1.2,24,4,10,36,0.0
39208,0.09,242.4,3.4,1,12,22,52,0.0
237754,0.278,231.91,12.4,30,5,19,58,31.0
31694,0.08,233.43,9.6,1,7,17,38,17.0
42224,0.0,241.57,5.2,15,1,1,8,17.0
168820,0.0,240.62,0.8,4,12,23,4,0.0
70695,0.465,233.01,16.9,2,3,19,39,45.0
71372,0.0,242.63,9.6,2,4,6,56,0.0
159962,0.324,237.47,15.2,4,6,19,26,45.0
10141,0.17,238.36,16.9,23,12,18,25,17.0
94053,0.114,242.3,10.0,20,2,0,57,0.0
176561,0.236,237.42,6.0,18,4,8,5,20.0
195498,0.0,233.23,8.0,5,1,11,42,16.0
103555,0.26,243.57,1.8,26,2,15,19,1.0
130001,0.104,238.98,4.6,17,3,0,5,0.0
76537,0.0,233.0,14.0,2,7,21,1,17.0
157421,0.118,247.58,1.2,4,5,1,5,2.0
240277,0.06,233.6,1.2,6,1,14,1,0.0
220981,0.066,234.5,1.2,19,5,4,25,2.0
219915,0.148,233.71,5.8,18,5,10,39,18.0
183036,0.374,237.7,8.8,22,4,20,0,18.0
152018,0.0,244.02,1.2,4,1,7,2,0.0
61049,0.0,243.66,7.2,28,1,2,53,0.0
236927,0.05,235.55,1.0,30,5,6,11,0.0
244215,0.0,231.67,8.6,6,4,7,39,17.0
121692,0.184,241.2,10.4,3,11,5,36,0.0
179272,0.218,239.01,1.4,20,4,5,16,1.0
124816,0.096,239.57,1.2,13,3,9,40,1.0
94862,0.254,240.27,6.6,20,2,14,26,19.0
159115,0.0,242.5,1.2,4,6,5,19,0.0
110946,0.11,237.99,1.4,3,3,18,30,0.0
29179,0.144,241.38,7.2,1,5,23,43,18.0
148175,0.11,237.31,1.2,29,3,14,59,1.0
23991,0.0,240.08,1.4,1,2,9,15,0.0
242809,0.078,235.0,1.4,6,3,8,13,0.0
81967,0.208,242.88,6.4,2,11,15,31,19.0
114939,0.116,242.75,1.8,3,6,13,3,2.0
93095,0.078,238.41,5.8,19,2,8,59,18.0
70204,0.0,239.35,5.4,2,3,11,28,18.0
64601,0.272,241.74,4.0,30,1,14,5,2.0
59355,0.168,238.09,16.9,26,1,22,39,45.0
103082,0.106,239.79,1.2,26,2,7,26,2.0
221150,0.0,234.57,1.0,19,5,7,14,0.0
219171,0.066,230.57,6.4,17,5,22,15,17.0
99281,0.0,242.12,5.4,23,2,16,5,18.0
99693,0.116,244.47,3.8,23,2,22,57,0.0
191179,0.102,239.2976727604501,3.6,28,4,11,43,1.0
211561,0.058,233.56,6.4,5,12,15,25,16.0
224950,0.188,235.86,6.8,21,5,22,34,18.0
236572,0.048,236.66,1.2,30,5,0,16,0.0
4363,0.0,238.32,9.8,19,12,18,7,18.0
198526,0.0,234.4,0.8,5,3,14,10,0.0
241552,0.312,230.92,6.2,6,2,11,16,3.0
8570,0.056,242.1,5.6,22,12,16,14,18.0
169979,0.332,238.91,2.2,13,4,18,23,1.0
18766,0.228,233.1,6.4,29,12,18,10,1.0
187804,0.094,236.02,1.0,26,4,3,28,0.0
228409,0.14,231.72,16.0,24,5,8,13,45.0
84744,0.074,242.19,1.2,13,2,13,48,0.0
246358,0.436,232.95,12.8,6,5,19,22,38.0
85181,0.0,236.45,16.9,13,2,21,5,45.0
170419,0.0,239.37,0.8,14,4,1,43,0.0
152672,0.32,236.77,7.6,4,1,17,56,19.0
209578,0.0,236.52,0.6,5,11,6,22,0.0
3574,0.232,243.15,2.0,19,12,4,58,0.0
13469,0.25,242.47,10.2,26,12,1,53,2.0
85586,0.0,241.59,1.0,14,2,3,50,0.0
71546,0.064,240.27,16.9,2,4,9,50,18.0
95651,0.0,243.48,1.0,21,2,3,35,0.0
206284,0.0,235.78,4.8,5,8,23,28,17.0
165706,0.078,239.73,2.2,4,10,19,10,0.0
112405,0.21,234.24,12.4,3,4,18,49,19.0
127084,0.0,246.27,3.4,14,3,23,28,0.0
36251,0.0,239.11,4.2,1,10,21,35,0.0
3618,0.196,242.03,2.0,19,12,5,42,1.0
137264,0.186,241.44,6.0,22,3,1,8,18.0
44584,0.0,243.19,6.8,16,1,16,28,18.0
77495,0.1,241.73,5.6,2,8,12,59,19.0
90399,0.1,238.87,1.4,17,2,12,3,0.0
115233,0.0,242.28,2.2,3,6,17,57,0.0
87606,0.234,240.95,6.2,15,2,13,30,18.0
214204,0.178,234.93,1.4,14,5,11,28,0.0
115565,0.0,242.42,1.6,3,6,23,29,0.0
64105,0.412,246.53,2.6,30,1,5,49,1.0
118166,0.1,238.67,1.4,3,8,18,50,0.0
105358,0.084,242.69,1.4,27,2,21,22,0.0
144251,0.106,238.2,4.8,26,3,21,35,1.0
84501,0.056,239.5,1.6,13,2,9,45,0.0
221845,0.058,233.19,5.6,19,5,18,49,17.0
38973,0.236,236.85,9.8,1,12,18,57,18.0
195040,0.0,237.43,0.6,5,1,4,4,0.0
156521,0.0,237.33,5.2,4,4,10,5,17.0
25608,0.16,243.51,5.8,1,3,12,12,18.0
167740,0.0,240.47,0.8,4,12,5,4,0.0
66962,0.12,241.49,1.4,2,1,5,26,0.0
190029,0.092,233.86,1.6,27,4,16,33,1.0
213355,0.092,235.87,4.4,13,5,21,19,1.0
163749,0.092,237.06,5.6,4,9,10,33,17.0
58867,0.258,245.33,7.0,26,1,14,31,20.0
193850,0.102,239.2976727604501,3.6,30,4,8,14,1.0
57507,0.256,245.82,7.4,25,1,15,51,20.0
138390,0.052,232.94,5.0,22,3,19,54,0.0
150092,0.048,240.96,2.4,30,3,22,56,0.0
72990,0.076,237.77,5.6,2,5,9,54,17.0
246196,0.11,236.48,1.4,6,5,16,40,1.0
174853,0.222,240.96,1.6,17,4,3,37,2.0
20420,0.146,237.74,14.0,30,12,21,44,0.0
56138,0.0,244.26,6.4,24,1,17,2,0.0
79321,0.138,240.06,5.4,2,9,19,25,2.0
187593,0.102,238.92,1.0,25,4,23,57,0.0
39565,0.0,243.43,1.0,13,1,4,49,0.0
79890,0.13,244.29,1.6,2,10,4,54,0.0
97047,0.058,241.45,9.8,22,2,2,51,0.0
230936,0.204,235.4,1.8,26,5,2,20,2.0
160068,0.0,238.47,5.8,4,6,21,12,0.0
23425,0.278,244.48,2.4,1,1,23,49,0.0
243510,0.198,233.82,8.6,6,3,19,54,0.0
10120,0.0,239.27,14.6,23,12,18,4,17.0
160686,0.32,238.99,2.4,4,7,7,30,2.0
20279,0.3,234.75,15.4,30,12,19,23,31.0
25973,0.3,242.5,2.0,1,3,18,17,0.0
111887,0.114,240.51,1.6,3,4,10,11,0.0
220072,0.308,237.3,2.8,18,5,13,16,0.0
194286,0.15,233.46,5.4,30,4,15,30,18.0
160853,0.102,238.63,15.6,4,7,10,17,45.0
34276,0.128,242.05,1.4,1,9,12,40,0.0
115742,0.21,240.52,1.8,3,7,2,26,1.0
163446,0.224,240.91,1.8,4,9,5,30,0.0
248142,0.0,235.38,0.8,6,7,1,6,0.0
113981,0.178,239.22,11.8,3,5,21,5,11.0
208653,0.0,237.89,0.6,5,10,14,57,0.0
186630,0.0,235.61,5.2,25,4,7,54,17.0
100331,0.0,241.74,8.2,24,2,9,35,18.0
125073,0.104,241.39,1.4,13,3,13,57,1.0
231643,0.158,233.44,6.0,26,5,14,7,17.0
46820,0.144,244.22,1.4,18,1,5,44,0.0
142417,0.24,241.77,16.9,25,3,15,1,45.0
16121,0.0,241.67,5.0,27,12,22,5,0.0
174785,0.132,241.08,1.4,17,4,2,29,0.0
27277,0.154,243.21,6.0,1,4,16,1,20.0
250328,0.132,234.16,6.8,6,8,13,32,21.0
42693,0.196,236.03,15.4,15,1,8,57,45.0
226315,0.236,236.34,4.8,22,5,21,19,1.0
28208,0.0,238.64,9.4,1,5,7,32,0.0
39795,0.23,234.79,16.9,13,1,8,39,45.0
89244,0.112,241.95,1.6,16,2,16,48,0.0
216877,0.064,232.53,7.4,16,5,8,1,17.0
7375,0.108,233.44,7.0,21,12,20,19,0.0
203624,0.114,236.24,1.2,5,7,3,8,0.0
247538,0.0,236.56,5.8,6,6,15,2,19.0
180007,0.0,242.63,1.0,20,4,17,31,0.0
70689,0.465,230.29,16.9,2,3,19,33,45.0
124143,0.292,241.93,7.4,3,12,22,27,23.0
121522,0.174,241.97,10.4,3,11,2,46,1.0
135648,0.264,232.17,16.9,20,3,22,12,45.0
235407,0.074,236.52,1.4,29,5,4,51,0.0
247427,0.18,236.56,2.0,6,6,13,11,1.0
195928,0.465,230.9,13.8,5,1,18,52,38.0
230472,0.082,234.09,1.8,25,5,18,36,1.0
